,AAPL UW Equity,AXP UN Equity,BA UN Equity,CAT UN Equity,CSCO UW Equity,CVX UN Equity,DIS UN Equity,DWDP UN Equity,GS UN Equity,HD UN Equity,IBM UN Equity,INTC UW Equity,JNJ UN Equity,JPM UN Equity,KO UN Equity,MCD UN Equity,MMM UN Equity,MRK UN Equity,MSFT UW Equity,NKE UN Equity,PFE UN Equity,PG UN Equity,TRV UN Equity,UNH UN Equity,UTX UN Equity,V UN Equity,VZ UN Equity,WBA UW Equity,WMT UN Equity,XOM UN Equity,INDU Index
,Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E),Price Earnings Ratio (P/E)
Dates,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO,PE_RATIO
2/28/2018,18.5177,33.5086,29.465,22.5117,21.1583,31.8455,17.1445,22.7849,13.135,24.6683,11.7599,17.0875,20.1619,16.923,20.7023,23.6494,27.7406,13.5063,28.532,29.168,16.9821,19.7492,18.3451,23.8014,19.8287,35.9991,12.9545,13.6484,20.4104,21.4318,20.7414
3/30/2018,16.3576,27.2749,23.585,17.5267,20.2653,25.6919,15.7798,20.3844,11.6114,24.1229,11.2257,16.5041,20.0348,14.62,20.3898,22.9445,24.8817,13.1034,25.7062,28.9113,16.0631,19.6254,17.691,21.1004,17.7343,31.0412,12.227,12.9708,20.1746,20.3075,18.7333
4/30/2018,16.1119,28.8743,23.9935,17.1676,20.4702,28.1858,15.7625,20.2341,10.9876,23.6959,10.606,16.3584,19.7753,14.4618,20.2865,24.5673,22.0333,14.1618,26.3399,29.7598,16.57,17.9074,16.7661,23.3091,16.9351,32.9251,12.6182,13.165,19.4418,21.1622,18.7201
5/31/2018,18.2188,28.7427,25.3315,18.0655,19.74,28.0033,15.6274,20.5124,10.4137,23.9203,10.3389,17.4929,18.7012,14.2264,20.1879,23.4771,22.3552,14.3206,27.8383,30.0662,16.2622,18.1129,16.3737,23.8129,17.5934,33.9216,12.1886,12.1451,18.1407,22.1121,18.9068
6/29/2018,16.9824,25.8575,22.7255,13.7596,19.8879,22.7257,15.7362,18.8302,9.1319,25.0166,9.9997,18.3004,18.857,13.0459,21.4603,22.478,20.9889,14.4521,27.5958,33.3659,16.0267,18.9539,15.818,22.7125,17.3301,31.8554,11.9585,11.6827,18.8242,21.6911,17.6478
7/31/2018,17.4577,26.2586,24.1337,14.5842,18.6336,22.697,17.0499,19.6443,9.8299,22.9706,10.3741,17.7077,20.5944,14.3918,22.8156,22.6,22.6534,15.6831,29.6863,32.206,17.6391,19.6386,16.8265,23.442,18.8146,32.8871,12.2747,13.1631,18.7547,21.3712,18.3785
8/31/2018,20.8833,27.9631,23.2186,14.0822,21.0482,21.2931,16.8187,20.0328,9.8457,23.3485,10.485,17.8291,20.9316,14.3455,21.8077,23.2728,22.504,16.3307,31.4353,33.0377,18.3414,20.1413,17.0153,24.8529,18.2546,35.3283,12.9236,13.1706,20.1482,21.0199,18.7605
9/28/2018,19.0774,25.5986,23.6209,13.9515,21.436,17.0945,16.7965,17.5617,8.7375,24.0905,10.6905,14.5578,21.0337,13.1341,21.7859,23.101,21.8975,16.6186,29.1676,34.0505,18.7086,20.5327,14.2889,23.0698,18.4324,34.3788,12.003,14.0044,19.7384,19.5718,17.9888
10/31/2018,18.496,24.6947,22.5387,11.0997,18.738,15.6084,16.4935,14.7244,8.7815,18.9754,8.1609,14.4316,21.3107,12.6895,22.583,24.4281,19.7723,17.2441,27.2396,30.16,18.2799,21.8772,13.7844,22.6631,16.3757,31.5751,12.8348,15.3241,20.7287,18.3425,17.0038
11/30/2018,15.0919,26.988,22.0242,12.4126,19.6063,16.6275,16.5883,15.7976,7.4302,19.4545,8.7858,15.1797,22.3626,12.9421,23.7715,26.0313,21.6076,18.5864,28.2801,29.4812,19.6256,23.3154,14.3616,24.3982,16.0633,32.4593,13.5565,15.7086,20.185,18.3011,17.2706
12/31/2018,12.9878,11.2377,18.014,11.1878,17.7468,12.8033,15.8175,14.5333,6.4857,18.5374,8.1683,10.4423,19.1031,10.8533,22.4077,23.9161,19.1624,17.3422,24.9399,29.0966,27.0197,22.232,13.4065,20.4364,13.6045,28.9023,11.1576,12.6771,19.2549,13.7177,14.9169
